experiment_id,config_id,tp_bps,sl_bps,horizon_minutes,probability_log_loss,probability_brier,probability_macro_auc_ovr,2x_fees_trade_count,2x_fees_expectancy,2x_fees_net_return_sum,3x_fees_trade_count,3x_fees_expectancy,3x_fees_net_return_sum,extra_slippage_trade_count,extra_slippage_expectancy,extra_slippage_net_return_sum,base_trade_count,base_expectancy,base_net_return_sum,base_sharpe,base_sortino,base_max_drawdown,base_profit_factor,delay_trade_count,delay_expectancy,opportunity_rate
EXP-023,tp40bp_sl20bph15m,40,20,15,1.0654534505065643,0.6099296861785308,0.6138508375386318,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.5548843101953724
EXP-023,tp40bp_sl30bph15m,40,30,15,1.1223187726622004,0.6763032843743755,0.6490901785803856,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.6608788424351537
EXP-023,tp10bp_sl10bph30m,10,10,30,0.8777147438749408,0.5123718132092785,0.513788893321789,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.0
EXP-023,tp10bp_sl15bph30m,10,15,30,1.1581847049186358,0.5104250625726188,0.46680651920132465,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,1.9051429333485746e-6
EXP-023,tp10bp_sl20bph30m,10,20,30,1.649752759001566,0.49694341479471055,0.40340988132754385,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,1.9051429333485746e-6
EXP-023,tp10bp_sl30bph30m,10,30,30,0.8661922088482596,0.45417353295222107,0.6087389611470574,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,1.9051429333485746e-6
EXP-023,tp15bp_sl10bph30m,15,10,30,1.1523284415236776,0.5121015514444736,0.5539917771958589,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.7702778650968289
EXP-023,tp15bp_sl15bph30m,15,15,30,1.263593157553098,0.5602746136239887,0.4203658242741362,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.9483306185046533
EXP-023,tp15bp_sl20bph30m,15,20,30,1.0945987662698735,0.5657051852044807,0.6078629097660602,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.9530210804065575
EXP-023,tp15bp_sl30bph30m,15,30,30,1.0009145548998903,0.5490169638679179,0.6050792597529782,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.9552367616380419
EXP-023,tp20bp_sl10bph30m,20,10,30,1.2430317069163603,0.49111909564393597,0.4323715001372431,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.6338943979272045
EXP-023,tp20bp_sl15bph30m,20,15,30,1.1166584075553003,0.5649331354946728,0.6046955898503772,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.7957077129711657
EXP-023,tp20bp_sl20bph30m,20,20,30,1.089238525383388,0.5916009152191759,0.6089052114859117,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.9098981701102126
EXP-023,tp20bp_sl30bph30m,20,30,30,1.0801594766078226,0.6131679129959914,0.6103141800391638,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.9124643976414331
EXP-023,tp30bp_sl10bph30m,30,10,30,0.8611086052502555,0.451139937033397,0.6085619106982164,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.4680231284352109
EXP-023,tp30bp_sl15bph30m,30,15,30,0.9979343121681397,0.5473721866235135,0.6028987180803205,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.6004115108736033
EXP-023,tp30bp_sl20bph30m,30,20,30,1.0782159102608788,0.6136359819951075,0.6123450710927949,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.6975185513293135
EXP-023,tp30bp_sl30bph30m,30,30,30,1.1318786832880414,0.6685227473403146,0.630734125368194,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.8198820716524258
EXP-023,tp40bp_sl10bph30m,40,10,30,0.7962201626936098,0.416793438774564,0.6010406755877116,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.3811333695310491
EXP-023,tp40bp_sl15bph30m,40,15,30,0.9693779956050202,0.5328885280632556,0.6042038823613745,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.4939349774716848
EXP-023,tp40bp_sl20bph30m,40,20,30,1.0654534505065643,0.6099296861785308,0.6138508375386318,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.5778946265443565
EXP-023,tp40bp_sl30bph30m,40,30,30,1.1223187726622004,0.6763032843743755,0.6490901785803856,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.6854075577020166
EXP-023,tp10bp_sl10bph60m,10,10,60,0.8777147438749408,0.5123718132092785,0.513788893321789,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.0
EXP-023,tp10bp_sl15bph60m,10,15,60,1.1581847049186358,0.5104250625726188,0.46680651920132465,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,1.9051429333485746e-6
EXP-023,tp10bp_sl20bph60m,10,20,60,1.649752759001566,0.49694341479471055,0.40340988132754385,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,1.9051429333485746e-6
EXP-023,tp10bp_sl30bph60m,10,30,60,0.8661922088482596,0.45417353295222107,0.6087389611470574,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,1.9051429333485746e-6
EXP-023,tp15bp_sl10bph60m,15,10,60,1.1523284415236776,0.5121015514444736,0.5539917771958589,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.7704226559597633
EXP-023,tp15bp_sl15bph60m,15,15,60,1.263593157553098,0.5602746136239887,0.4203658242741362,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.9485135122262548
EXP-023,tp15bp_sl20bph60m,15,20,60,1.0945987662698735,0.5657051852044807,0.6078629097660602,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.9532039741281589
EXP-023,tp15bp_sl30bph60m,15,30,60,1.0009145548998903,0.5490169638679179,0.6050792597529782,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.9554196553596433
EXP-023,tp20bp_sl10bph60m,20,10,60,1.2430317069163603,0.49111909564393597,0.4323715001372431,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.6361405614456225
EXP-023,tp20bp_sl15bph60m,20,15,60,1.1166584075553003,0.5649331354946728,0.6046955898503772,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.7987083130911896
EXP-023,tp20bp_sl20bph60m,20,20,60,1.089238525383388,0.5916009152191759,0.6089052114859117,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.9135922422579754
EXP-023,tp20bp_sl30bph60m,20,30,60,1.0801594766078226,0.6131679129959914,0.6103141800391638,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.9161584697891959
EXP-023,tp30bp_sl10bph60m,30,10,60,0.8611086052502555,0.451139937033397,0.6085619106982164,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.47613522704540906
EXP-023,tp30bp_sl15bph60m,30,15,60,0.9979343121681397,0.5473721866235135,0.6028987180803205,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.6122024404880976
EXP-023,tp30bp_sl20bph60m,30,20,60,1.0782159102608788,0.6136359819951075,0.6123450710927949,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.7125291725011669
EXP-023,tp30bp_sl30bph60m,30,30,60,1.1318786832880414,0.6685227473403146,0.630734125368194,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.8392326084264472
EXP-023,tp40bp_sl10bph60m,40,10,60,0.7962201626936098,0.416793438774564,0.6010406755877116,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.39248802141380656
EXP-023,tp40bp_sl15bph60m,40,15,60,0.9693779956050202,0.5328885280632556,0.6042038823613745,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.5116356604654264
EXP-023,tp40bp_sl20bph60m,40,20,60,1.0654534505065643,0.6099296861785308,0.6138508375386318,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.6012135760485431
EXP-023,tp40bp_sl30bph60m,40,30,60,1.1223187726622004,0.6763032843743755,0.6490901785803856,0,,0.0,0,,0.0,0,,0.0,0,,0.0,,,0.0,,0,,0.7171129463988035
